,Unnamed: 0,_id,review,score,upvotes,downvotes,sum
1248,1248,5b325d936f5508001adc34e1,"Fast alle Vorlesungen haben Podcast. Ausser bei denen, die ein schlechtes Englisch sprechen. Warum wohl? Ansonsten ist das Modul sehr spannend, aber die Lernziele sind etwas unklar.",4,2.0,1.0,1
6929,287,5ad1d8a56fd707001af829c6,"Es ist Zeitverschwendung, zu viel Arbeitsaufwand für 3 ECTS und wirklich schwierig, es zu mögen",1,0.0,0.0,0
1711,1711,5c08ec38522062001bc277fc,Sehr interessantes Linguistikseminar! Dozent sehr freundlich und wohlwollend!,5,0.0,0.0,0
5702,5702,60f2ae2808adb100224f5364,"Sehr aufwendig aber schlussendlich lernt man viel. Um am meisten vom Kurs zu profitieren empfehle ich den Report korrigieren zu lassen, so lernt man am meisten. Schade, dass man von den meisten TA keine Rückmeldung bekommt. (Ausser man gibt es zur Korrektur)",4,0.0,0.0,0
7936,1294,5defd3fba0ec33001e5c34bd,"Bad TA, Mathematica ist nutzlos, Aufgaben unklar, Fragen nicht beantwortet, viele Fehler im Material",1,13.0,0.0,1
4559,4559,5ebe5feb721b1900220dcbca,"super interessantes Fach & gerechte Prüfung, viel zu viel Zeit zum lösen. ",1,0.0,0.0,0
7960,1318,5dfcc6cb7755ba001e28f3be,"Die Dias sind ein komplettes Chaos und die Prüfung ist völlig zufällig. Der Dozent (Panichella) ist nett und versucht zu helfen, aber auch völlig desorganisiert. Das Projekt ist machbar, aber das Lernen für die Prüfung ist eine Tortur. Ich empfehle dieses Modul nicht.",2,0.0,0.0,0
766,766,5a8618a30a3e9c001a9db059,Top organisiert!,5,0.0,0.0,0
6713,71,5a60e79ee9399e001ac55974,"Sehr intensive Woche, aber eine gute Gesamteinführung. Ein Stern minus für ein wenig langsames Tempo manchmal.",4,1.0,1.0,0
573,573,5a71d6bab1b468001ac024d8,Vortragsart und Inhalt von Prof. Kaiser katastrophal. Andere Inhalte einfach gefühlte Zeitfüller. ,2,30.0,1.0,1
2217,2217,5c4a17770f904e001c279522,Das Modul war schlecht organisiert und die Übungen hatten keinen Zusammenhang mit den Vorlesungen. War sehr schwer ohne Vorwissen. Mathe Studenten empfehle ich Programming zu wählen!,1,8.0,3.0,1
986,986,5b0e9b5fb77021001a204135,"Unstrukturiert, fiese Prüfung, chaotische Vorlesung. ",1,16.0,0.0,1
1725,1725,5c12339e05d5d7001b8fa602,Wieso ist das ein Pflichtfach für BWL...,1,7.0,1.0,1
1516,1516,5b98c5965fde3b001a5ca792,"Auch wenn man es anfangs nicht glauben mag, aber am Ende des Kurses kann man wirklich selbstständig Drawings in Siemens NX erstellen. Die Prüfung am Ende des Semesters war sehr einfach und zu bestehen musste man nicht einmal wirklich mit de Programm umgehen können.",4,0.0,0.0,0
92,92,5a5f4e8cbe6796001a9da7a9,"Völlig unnötiges Humanmodul, es gäbe so viel spannenderes als solch ein random shit. Sehr viel Aufwand ohne gross etwas zu lernen",1,1.0,0.0,1
8981,2339,61e02c5a1875bb0021074322,"Wirklich interessante Vorträge und Lehrer. Er ist sehr offen für Fragen und Teilnahme, und wirklich scheint es, diese Klasse zu unterrichten. Eine Menge Papier zu lesen, aber sie sind fast alle abgedeckt und diskutiert in der Klasse. Ich würde 100% empfehlen diesen Kurs. Auch die Übungssitzungen sind nur einmal alle 2 Wochen, so ist es eine faire Menge an Arbeit für 6ects.",5,0.0,0.0,0
4399,4399,5e42af5c416cbc0022a785ea,"wenn mer Mikrobio gha het eig recht easy, eifach embryology guet ahluege",3,0.0,0.0,0
3472,3472,5d1b550a139930001c20be93,Faire mündliche Prüfung. Praktikas helfen den Stoff besser zu verarbeiten.,5,0.0,0.0,0
733,733,5a81fbcbfbb086001a9926e7,"Die VL habe ich nie besucht, man kann sich anhand der übersichtlichen Folien den Stoff problemlos selbst beibringen. ",3,2.0,1.0,1
5116,5116,5ff5d1357051390022c64a01,"Sehr unterschiedliche Vorlesungen. Die einen sehr spannend und mit Enthusiasmus vorgetragen (Grüsse gehen raus an den Biodiversitätsdozenten!). Andere sind zum Einschlafen langweilig und ohne jegliche Motivation erzählt worden, was ich besonders schade finde, denn eigentlich wären es sehr interessante Themen (Bsp. internationale Klimapolitik). Insgesamt würde ich das Modul aber klar wiederwählen, selbst wenn die Prüfungsfragen nur einige wenige Vorlesungsthemen abgefragt haben.",4,0.0,0.0,0
4504,4504,5e5d3f96082d4e002276bdfc,Illegal langweiliges Fach. Sollte wirklich verboten werden. ,1,2.0,0.0,1
4231,4231,5e280efb975ea4002295800e,"Für 3 ECTS viel zu hoher Aufwand, Klausur war dann letztendlich viel mehr Single Choice (30/90) als erwartet und die Benotung verlief sehr streng.",2,7.0,0.0,1
6633,6633,6356803c05897c00219dffbb,Besser als BCH 210 (Version für Biologiestudenten). Die Vorlesungen sind besser strukturiert und die Prüfung ist fairer. Viel Stoff aber keine böse Überraschung an der Prüfung,4,0.0,0.0,0
4985,4985,5f89e4a91993f400224b4be1,Eine absolute Schande,1,0.0,0.0,0
5424,5424,60550248eb2ebe002269b876,Sehr empfehlenswert! Beni wie immer sehr gut. Aktuelle Themen werden wöchentlich aufgegriffen (jede Woche Marktupdate). Prüfung sehr fair. Alles in allem eines der spannendsten Module an der WWF!,5,0.0,0.0,0
817,817,5a8f01083a7bb7001a502f42,"Methodenlehre habe ich nur eine einzige Lektion besucht, totale Zeitverschwendung. Bezüglich jur. Arbeitstechnisch sind eigentlich nur die Folien relevant, diese verwende ich auch noch heute für meine Arbeiten. ",4,1.0,1.0,0
7804,1162,5d2c738e67168f001cf5815d,"Professor ist gut, aber die Vorlesungen sind ziemlich langsam, die Dias und Beispiele sind alt und nicht selbsterklärend. Die Hausaufgaben sind zeitaufwendig, aber sie helfen für die Prüfung.",3,1.0,3.0,0
6169,6169,62096b163a4252002104d50f,"Ähnlich zu Medieninhalte, absolut für nichts. Man lernt einfach ramdom facts zu SRF und so zeug. Zieht euch neh 1h-Dokus zu SRF und Schweizer Medien rein und ihr habt denselben Wissensstand… ^^",1,0.0,0.0,0
6690,48,5a5fc9e88633bf001ac9125c,Arpat ist die freundlichste Person in Existenz,5,1.0,0.0,1
9161,2519,6206a1f50d07e90021bb82b2,"Wirklich interessanter Kurs. Einer der besten Professoren, die ich je hatte. Die Prüfung war ganz einfach. Geringer Aufwand für einen 6 Credit-Kurs benötigt.",5,0.0,0.0,0
3818,3818,5db1413f3f5c7d001c38b81d,"Eine Katastrophe. BWL I ist der Tiefpunkt meines Studiums. Wer denkt, mit Marketing wird es besser hat sich geschnitten. Diese alten Profs reden nur so vor sich hin und erwarten, dass man ihrem Geschwafel folgen kann, wenn sie gefühlte 60 Worte pro Minute hochgestochenes Deutsch reden. Ade mässi",1,5.0,0.0,1
6810,168,5a6c5e115f15c6001a7445da,Einer der besten Kurse überhaupt!!!,5,0.0,0.0,0
922,922,5ae4b7b7d208a7001abb6bfb,Gute Einführung! Wichtig für die BA. Aber trotzdem mühsam:-),3,0.0,6.0,0
8069,1427,5e257fdf61cf3b0022f5d126,"Das schlimmste Thema, das ich je hatte. Allerdings 2 Sterne für die Tatsache, dass es keine Prüfung (nur 4 Papiere in Gruppen zu schreiben).",2,0.0,0.0,0
3176,3176,5d0a91d018d258001cad86cc,"Meistens Experimente mit denselben Verfahren (Extraktion, TLC etc), wird langweilig.",5,0.0,1.0,0
5086,5086,5fe340b71a89b90022d93bea,"Die Vorlesung ist sehr interessant. Häusermann erwartet viel, liefert dafür aber auch einen spannenden Unterricht. Beim Test sind Verweise auf Vorlesung und Pflichtlektüre wichtig.",5,0.0,0.0,0
5313,5313,6025b8d244af5b00220b1841,Schade dass es nicht mit dem Material aus der Einführungsvorlesung verknüpft wurde,5,0.0,0.0,0
277,277,5a627834f92ac7001a6ed7e3,"Guter Dozent, sehr engagiert, viele Slides zu lernen, aber faire Prüfung Würde es FSA vorziehen",5,2.0,2.0,0
9313,2671,62b0564f481a4a0021061119,Schöne Übersicht über verschiedene Systeme + Sven ist ein Schatz,5,4.0,0.0,1
3766,3766,5d814cb43ef045001ca8b995,Sehr spannende Vorlesung.,5,1.0,0.0,1
5834,5834,61b26cdc029c380021e59414,"Gute Einführung in die Volkswirtschaftslehre, aber leider nicht auf HistorikerInnen zugeschnitten. Dies verringert den Nutzen des Moduls beträchtlich. Aber Der Dozent ist nett und nimmt sich immer Zeit für Fragen oder Diskussionen während der Vorlesung. ",3,0.0,0.0,0
6655,13,5a5efea7be6796001a9d8394,"Interessante Inhalte und gute Übungen, aber die Abschlussprüfung testet nur Ihre Fähigkeit, schnell eine bestimmte Aufgabe zu verstehen und NICHT Ihre Programmierkenntnisse.",2,1.0,1.0,0
1643,1643,5be4142514aab6001b10a7a5,Eine der interessantesten VL im BF!,5,5.0,0.0,1
6284,6284,6296589253dc410021e0d6af,45 min zum e prüefig mit 27 frage löse mit ufgobe wo nöd de selbsttests oder dene vode üebigsstunde entspreched.  Absolut unmenschlichi prüefig. Dozente sind wenigstens chillig gsi.,1,0.0,0.0,0
566,566,5a70e384b1b468001abfeff8,"Vorlesungen sehr schwach, nur Folien vorgelesen",1,1.0,1.0,0
8509,1867,60071196dc8bfe00221eb50a,"Ich verpasste den Beginn des Kurses um eine Woche ... also den ganzen Kurs tatsächlich. Professor stellte mir die Links zu allen Podcasts. Faire Prüfung, gute Buchhaltung Auffrischung, die perfekt war und gut erklärt, gute Noten.",5,0.0,0.0,0
4053,4053,5e0e274797ad19001ecbcb2c,"Spannendes Fach, schlechte Dozenten und einfach nur eine sch**** Prüfung!  Seminare mir Essays & Diskussionen wäre viel sinnvoller...  Es kann nicht sein, dass Leute wegen DIESEM Modul gesperrt werden! ",2,0.0,0.0,0
3636,3636,5d3a059b538d8f001c6a58c1,"Relativ spannend, aber viele Wiederholungen. Geringer Aufwand, dafür Anwesenheitspflicht.",3,0.0,0.0,0
5878,5878,61cb81a65b03180021d4a72b,"Man besteht, mit 0 aufwand",4,0.0,0.0,0
1396,1396,5b4cce0f3dcc0e001ab26399,"Sehr interessante, abwechslungsreiche Vorlesung mit gutem Übungsbetrieb.",5,3.0,4.0,0
2858,2858,5ce44ca3170b12001cbd05f8,S schlimmste fach,1,1.0,1.0,0
6800,158,5a69bc9e1053f0001a850bbe,"Eines der interessantesten Module meiner Bachelors, unglaubliche Dozenten und sehr faire Prüfung.",5,5.0,0.0,1
4439,4439,5e4bcac2b2b1e400224bcfe4,PS: Dem Gefühl nach der Prüfung kann man nicht trauen. ,4,0.0,0.0,0
2160,2160,5c482ecbd5cd47001cbdaccf,"Spannendste vorlesung im 3. semester, cooler dozent. Jedoch prüfung überhaupt nicht einschätzbar und ziemlich schwierig meiner meinung nach.",3,1.0,0.0,1
5042,5042,5fd80116439a1c0022d9d4a8,"Spannende Thematik, Gilardi wie man ihn kennt, in einem seiner Themenschwerpunkte. Kurze Faire Prüfung und ein Policy Paper als Abschluss.",4,0.0,0.0,0
7998,1356,5e16f4e0ab945a001edfafc5,"Dieser Kurs ist ein kompletter Witz. Wenn du ihn nicht nehmen musst, nimm ihn nicht.",1,7.0,1.0,1
4049,4049,5e0e130297ad19001ecbc8e6,"Wie immer auswendig lernen und gut ist. Genau wie erwartet, wie mans von BWL 1 und 2 schon kennt. Tragisch dass die Uni keine kompetenten Leute anstellen kann.",1,6.0,0.0,1
7838,1196,5d6687fcea3058001c437da6,Lustig,5,0.0,0.0,0
6019,6019,61f185bc05cb0a0021316262,"Ist grundsätzlich der Stoff aus dem Grundlagenfach im Gymnasium, einfach etwas genauer. Ist aufwändig aber definitiv machbar, man hat so viele Übungen und Lernmaterialien, dass man gar nicht alles machen kann. Ist aber auch nicht nötig um genügend vorbereitet zu sein, wer am Gymi Mathe so halbwegs konnte wird es auch hier gut schaffen.",5,0.0,0.0,0
8041,1399,5e1f2e7b70f0bc0022ef9113,Nehmen Sie diesen Kurs nie ein,1,10.0,0.0,1
7302,660,5c4164d9f6bb49001c6eb68d,Sehr interessantes Modul und faire Prüfung,5,1.0,1.0,0
5911,5911,61ddbac46f3cc20021c6f81c,"Gute Vorlesung, spannend gestaltet. Prüfung fand ich etwas random und ziemlich kurz, aber gut machbar. ",5,0.0,0.0,0
2475,2475,5c5d30b35112ef001c6bda91,"Ein sehr spannendes Modul.... Ich habe bereits am Anfang von anderen Studenten mitbekommen, dass man viel Zeit investieren muss. Darum habe ich nach jeder Vorlesung eine Zusammenfassung geschrieben und auch versucht alles zu verstehen. Wenn man rechtzeitig anfängt, ist die Prüfung machbar :)",4,0.0,0.0,0
7314,672,5c43076f6ebd2f001c2c8644,"Insgesamt interessant, die Aufgaben sind ein guter Weg, um zu forschen und durch Papiere gehen. Die Labore sind in der Regel gut, um besser zu verstehen, das Thema der Woche",4,2.0,0.0,1
6766,124,5a65bbc26e7c4f001abb67c4,"Was ist das Rindfleisch mit David? Ich fand ihn schön und cool. Dieser Kurs ist sehr gut, es gibt einen Überblick mit viel Intuition und praktische Aspekte über modernste Methoden in kausaler Folgerung. Einfache Hausaufgaben und einfache Prüfung. Stark für Data Science Majors zu empfehlen, schöne Ergänzung zum Machine Learning Zeug imo.",5,0.0,1.0,0
3620,3620,5d2e049412ed77001cf3af1b,Sehr aufschlussreiches Seminar.,5,0.0,0.0,0
1115,1115,5b22d41cf83426001ada496f,Besser strukturiert als Mathe 1.  Prüfung leider etwas unverhältnismäßig. ,3,2.0,3.0,0
4445,4445,5e4c1d4db2b1e400224bfae6,Habe nichts gelernt. Vorlesung und auch Tutorate sind extrem unnötig. ,1,0.0,0.0,0
7823,1181,5d4521dcd63a3f001cfe61e1,Wirklich interessant und gibt einen guten Überblick über die verschiedenen PDs,5,0.0,0.0,0
6053,6053,61f540663a49df0021b0ab7f,Langweilig..,3,0.0,0.0,0
9356,2714,62b9a090714a470021df9736,"Leute, wenn Sie 3ETCS ohne Mühe haben wollen, nehmen Sie diesen Kurs. Die meiste Zeit, die ich verbringen musste, war, die Dias im Voraus auszudrucken (offene Buchprüfung). Es gibt zufällige Fragen an der Prüfung, aber die meisten sind einfach und viele sind von der Scheinprüfung. Aber erwarten Sie nicht ansprechende Vorträge! Und die Organisation ist auch schwach.",5,0.0,0.0,0
804,804,5a8d5ff072fb4b001a70fe7a,Mieserable Organisation und Folien aus dem letzten Jahrhundert,1,3.0,0.0,1
3725,3725,5d6d17b79c4620001c9eed1e,"Absoluter Müll... Vorlesung lohnt sich, Dozenten stimmen sich nicht ab, viele Wiederholungen und Unklarheiten über was jetzt prüfungsrelevant ist. Mit (übermässig) viel büffeln und viel Glück besteht man.",1,2.0,0.0,1
6583,6583,62e1b80352c5c300214e6b41,Halt recht trockene Theorie. Aber Rössel ist wirklich ganz OK.,4,0.0,0.0,0
8292,1650,5efee812e3b2360022943f80,Wirklich interessante und gute Prüfung,5,0.0,0.0,0
6553,6553,62d08e9c9e578e0021ec3fac,Unübersichtlich,2,0.0,0.0,0
1015,1015,5b13866fc4d01e001a90f6f2,prüfung mit MC war absolut daneben.  man wird überhaupt nicht drauf vorbereitet. Hydro war sehr langweilig und zweisprachig (macht es nicht einfacher. lieber alles auf einer sprache oder gar nicht) ,2,2.0,0.0,1
5047,5047,5fd89b6d439a1c0022d9e193,"sehr spannende vorlesung, super dozentin und faire prüfung.",5,0.0,0.0,0
8791,2149,60ddd87061e4a50022202f0d,"Bedauerlich, den Kurs zu nehmen, Prüfung Einstufung ist so lächerlich",1,0.0,0.0,0
435,435,5a690f91c9e055001ac8e139,"Pseudowissenschaft. Dass sich der Professor mit Humorforschung befasst, ist fast schon ironisch. Monotone, langweilig aufgebaute Vorlesung. Teilweise sehr wenig Empirie und Allgemeinplätze („Glückliche Menschen haben im Durchschnitt bessere Laune“)  Da müsst Ihr durch! Vorlesung muss man nicht besuchen, macht es aber einfacher, sich wenigstens 1x durch den Stoff zu arbeiten...",2,7.0,2.0,1
4492,4492,5e56d60202a7d2002287c4a6,Easy Prüfung,5,0.0,0.0,0
1630,1630,5bd1f50fa665750019062a85,Sehr guter Dozent,5,1.0,0.0,1
1653,1653,5be414e314aab6001b10a813,Eine der interessantesten VL im BF!,4,0.0,0.0,0
9410,2768,62c7dcde8b0d7b00213be366,schöne TAs und faire Prüfung,5,0.0,0.0,0
6207,6207,622b44d93cde650021b54de6,Super Dozent,5,0.0,0.0,0
1996,1996,5c3de4bdd5b710001c166e33,Man lernt viele Methoden der Molekularbiologie besser kennen und auch anwenden. ,5,0.0,0.0,0
3049,3049,5d02289b14b0c6001c9e8c59,Übungen sind sehr theoretisch und für die Prüfung an sich nicht wirklich relevant. Alte Prüfungen lösen ist aber sehr empfehlenswert.,3,3.0,1.0,1
6222,6222,623c4ddbb822e400213494ec,"Sorry, er mag privat ein netter Typ sein, aber didaktisch gesehen hat Herr Jan Seibert nur wenig Ahnung. Erstens sind seine Vorlesungen unglaublich langweilig und zweitens gibt es viel zu viele Folien, die in unglaublichem Tempo durchgeboxt werden. Katastrophe! Dabei wäre das Thema extrem spannend. Herr Sven Kotlarski macht es um Welten besser, bei ihm gerne etwas Anderes wieder, deswegen 2 Sterne.",2,0.0,0.0,0
7604,962,5cf50b72608ff5001c6793ed,Farkas bestätigt sich als erstaunlicher Lehrer.,5,9.0,1.0,1
3666,3666,5d41def0267154001c2df0e1,"Das „spannendere Assessmentmodul“ , finde ich zumindest. Gute Dozenten, viele interessante Themen, aber auch sehr viel Stoff zum Lernen. ",4,1.0,0.0,1
1752,1752,5c18d3d565b1ae001b98b4a8,Achtung: Maluspunktesystem!,1,2.0,0.0,1
6495,6495,62c59a398b0c930021cbc1e9,Viel Aufwand aber dafür spannende und abwechslungsreiche Themen. Problem Sets wurden im Gegensatz zu letztem Jahr schnell bewertet. Benotung der Prüfung jedoch recht streng.,4,0.0,0.0,0
5542,5542,60cc8cf1abb73b0022414d96,"am afang organisatorisch bitzli chaotisch aber nacher ischs guet gsi, no spannend mit nöd allzu viel ufwand und spannende gastvorträg",4,0.0,0.0,0
5779,5779,61508fa401522d0021133d95,Schlechtester Prof überhaupt ,1,0.0,0.0,0
5870,5870,61c48bc89d90420021c24ea0,dozent macht lieber witzli als de stoff aständig bibringe,2,0.0,0.0,0
8944,2302,61c5f9cc58afb00021fc5cfc,"Interessanter Kurs. Gibt Ihnen praktische Fähigkeiten, wenn Sie die erforderliche Anstrengung in das Projekt setzen. Die Prüfung war sehr einfach. Guter Kurs von Ihnen würde gerne einen kleinen Blick auf die Art und Weise Beratung Arbeit zu bekommen. Ich nahm es als Austauschstudent, und ich würde es anderen Austauschstudenten empfehlen.",5,0.0,0.0,0
9051,2409,61f01760e5e2d1002105ea45,Der erste Teil mit Garrick war sehr einnehmend.,2,0.0,0.0,0
5594,5594,60d5dea38e338c00224bea19,"Für 3 ECTS völlig ungerechtfertiger Umfang an Stoff und Schwierigkeit der Prüfung. Dies stellt selbst Zellbio in den Schatten. Die Prüfung geht kaum darum gelerntes Wissen abzufragen/Konzepte anzuwenden, sondern mehr um Detailwissen auf einer einzelnen Folie oder möglichst viele Fallen in einer Frage zu stellen. Sehr schade, denn eigentlich wäre Entwicklungsbiologie so ein spannendes Feld! ",2,0.0,0.0,0
7439,797,5c59b75c896c29001c11aee8,"Die Assistenten waren wirklich unkoordiniert und es gab viele Fehler in den Lösungen, die sie zur Verfügung stellten. Sie lieferten uns auch eine Zusammenfassung, die wir für das Semester verwenden konnten, was das abscheulichste war, was ich je gesehen habe. Nur Kopien verschiedener Tabellen, scheinbar formatiert in einem Wortdokument und manchmal die Titel und die entsprechenden Tabellen waren nicht einmal auf der gleichen Seite. Das Beste an dem Kurs war Neamen.",1,0.0,0.0,0
9022,2380,61ea96017cd6e20021dc5761,Es gibt eine vernünftige Grundlage. Forschung orientiert. relativ einfache Zuordnungen. Allerdings muss die Einstufung der zugeordneten Personen jedes Mal verdoppelt werden.,4,0.0,0.0,0
7323,681,5c4592757236dc001c4de294,"Prof Moore ist ein brillanter Dozent, die Klasse war sehr intreresting.",5,3.0,0.0,1
9185,2543,621e597079a5ea0021001d73,"Grade: Zeichnungen, Berichte und Prüfung Es ist ein schöner Kurs!",5,0.0,0.0,0
2006,2006,5c3e49fc6f5518001c64f149,Sehr hilfreich!!!,5,0.0,0.0,0
2462,2462,5c5c61ee5112ef001c6b5159,"Spannendes Modul, jedoch sehr hoher Zeitaufwand für wenige Creditpoints",3,2.0,1.0,1
3556,3556,5d20524b7631e8001ccdd933,Meiner Meinung nach eine faire Prüfung. Der Aufbau der Vorlesung empfand ich jedoch als verwirrend und erst beim Lernen machten die Themen sinn.,3,3.0,1.0,1
1170,1170,5b29259deeda99001a494ee8,schlecht schlechter FinEco,1,7.0,0.0,1
2962,2962,5cf7d60418dfce001cc239be,"Das mit den Zwischenprüfungen ist wirklich eine Frechheit. Vorallem in der zweiten hälfte (OC) wird man mit der Hälfte aller Studenten in einen Raum geworfen und die ""Übungen"" sind eher Vorlesungen.  Dass dann die Prüfungen nur aus einer einzigen Frage bestehen, die dann über die Zulassung entscheidet, ist schlicht ein Zeichen für fehlendes Engagement und Professionalität der Leitenden. Die Vorlesungen selber sind okay, aber man sollte aufhören Studenten wie Primarschüler zu behandeln. Wo bleibt denn sonst die Freude am Studieren? ",2,8.0,0.0,1
8595,1953,6023a3aadddca3002251276a,"Ich kann die schlechten Bewertungen nicht bestätigen. Interessantes Thema und die Dias sind OK. Wir mussten ein Papier schreiben und eine kurze Präsentation für unsere Note durchführen. Grading dauerte für immer, aber war fair in unserem Fall. Ich würde den Kurs wieder buchen und ich kann es auf jeden Fall empfehlen.",4,0.0,0.0,0
3147,3147,5d08d586a514ad001cc9ccb2,Die Themen wären teilweise spannend. Jedoch wird der Trolley-Case gefühlt 10 mal diskutiert.  Für ein Bestehen müssen die Veranstaltungen nicht besucht werden. Für das Poster sind ca. 2 Tage Arbeit einzurechnen. Zum Schluss gibt es noch eine 3 minütige Präsentation. Sehr einfach verdiente 3 ECTS.,4,0.0,0.0,0
5875,5875,61c9012bb495d30021f73679,3 Sterne wenn wir mehr Zeit für die Prüfung hätten…,2,0.0,0.0,0
3557,3557,5d205fd37631e8001ccde346,"Zerbe hat sich sehr bemüht und man hatte das Gefühl, dass ihm wirklich etwas daran gelegen ist uns etwas beizubringen. Trotzdem war es mir eine Spur zu chaotisch. Er hat oft Fehler gemacht und erst im Nachhinein korrigiert, oft wurden die Übungen nur sehr oberflächlich besprochen. Da habe ich mir dann die alten Podcasts von Robinson angeschaut, das war hilfreich. Denke aber dass es künftig strukturierter sein wird, war ja das 1. Jahr in dem Zerbe Dozent ist.",3,1.0,0.0,1
1056,1056,5b1e4557592cd1001a709b8a,"Sehr viel Stoff (ca 700 Folien) von dem nur ein Bruchteil an der Prüfung kommt. Aufwand wie für ein 6-Credits-Fach da viele Rechnungen und Grafiken verlangt, diese jedoch nicht in der VL besprochen werden. Kann es trotz spannender Thematik nicht empfehlen.",1,2.0,0.0,1
